81	83.33	87.5	98.81
61	95	42.5	100
64	80	69.17	59.25
70	64.17	35	100
18	72.5	63.33	95.35
9	72.5	32.5	100
32	96.67	89.17	100
63	100	100	100
29	90	94.17	100
4	73.33	50.83	100
48	90	49.17	95.24
47	46.67	21.67	68.42
28	90.83	86.67	95.27
72	94.17	60.83	100
37	84.17	25.83	85.49
66	60.83	77.5	100
