1	1	
2	1	
3	1	
4	1	
5	1	
6	1	
7	1	
8	1	
9	2	
10	2	
11	2	
12	2	
13	2	
14	2	
15	2	
16	2	
17	2	
18	2	
19	2	
20	2	
21	2	
22	2	
23	2	
24	2	
25	6	
26	13	
27	15	
28	32	
29	45	
30	84	
31	120	
32	165	
33	222	
34	259	
35	400	
36	500	
37	673	
38	1073	
39	1695	
40	2277	
41	2277	
42	5232	
43	6391	
44	7798	
45	9942	
46	11748	
47	13910	
48	17963	
49	20410	
50	25374	
51	28768	
52	35136	
53	39885	
54	49515	
55	57786	
56	65719	
57	73235	
58	80110	
59	87956	
60	95923	
61	104118	
62	112065	
63	119199	
64	126168	
65	131646	
66	136675	
67	141942	
68	148220	
69	153222	
70	158273	
71	163027	
72	166831	
73	170099	
74	172541	
75	177644	
76	184948	
77	190839	
78	191726	
79	198674	
80	200210	
81	204178	
82	208389	
83	213024	
84	202990	
85	205905	
86	207634	
87	209465	
88	210773	
89	212917	
90	213435	
91	215216	
92	216582	
93	217466	
94	218011	
95	219329	
96	220325	
97	221447	
98	222857	
99	223578	
100	224350	
101	227436	
102	228030	
103	228691	
104	229540	
105	230183	
106	230698	
107	230698	
108	231606	
109	232037	
110	232555	
111	233037	
112	234824	
113	235290	
114	235772	
115	235400	
116	236259	
117	236259	
118	237906	
119	238564	
120	239228	
121	239479	
122	239638	
123	239932	
124	240326	
125	240660	
126	240978	
127	241310	
128	241550	
129	241717	
130	241966	
131	242280	
132	242707	
133	243209	
134	243605	
135	243928	
136	244109	
137	244328	
138	244683	
139	245268	
140	245575	
141	245938	
142	246272	
143	246504	
144	246752	
145	247086	
146	247486	
147	247905	
148	248469	
149	248770	
150	248970	
151	249271	
152	249659	
153	250103	
154	250545	
155	250545	
156	250545	
157	251789	
158	252130	
159	252513	
160	253056	
161	253908	
162	253908	
163	253908	
164	255953	
165	256619	
166	257494	
167	258855	
168	260255	
169	260255	
170	260255	
171	264836	
172	266194	
173	267551	
174	270166	
175	272421	
176	272421	
177	272421	
178	278782	
179	280610	
180	282641	
181	285430	
182	288522	
183	288522	
184	288522	
185	297054	
186	302814	
187	305767	
188	309855	
189	314362	
190	314362	
191	314362	
192	322980	
193	326612	
194	329784	
195	337334	
196	342813	
197	342813	
198	342813	
199	359082	
200	364196	
201	370867	
202	377906	
203	386054	
204	386054	
205	386054	
206	405436	
207	412553	
208	419849	
209	429507	
210	439286	
211	439286	
212	439286	
213	462858	
214	470973	
215	479554	
216	488513	
217	498989	
218	498989	
219	498989	
220	525549	
221	534513	
222	543379	
223	554143	
224	566326	
225	566326	
226	566326	
227	593730	
228	603167	
229	614360	
230	625651	
231	640040	
232	640040	
233	640040	
234	671468	
235	682267	
236	693556	
237	704209	
238	716481	
239	716481	
240	716481	
241	748266	
242	748266	
243	769188	
244	778607	
245	789932	
246	789932	
247	789932	
248	813412	
249	825410	
250	835901	
251	848324	
252	861112	
253	861112	
254	861112	
255	888968	
256	896086	
257	908056	
258	921374	
259	936560	
260	936560	
261	936560	
262	974449	
263	988322	
264	1005295	
265	1026281	
266	1046132	
267	1046132	
268	1046132	
269	1098320	
270	1116738	
271	1136503	
272	1160083	
273	1185678	
274	1185678	
275	1185678	
276	1240697	
277	1259366	
278	1284408	
279	1306316	
280	1328832	
281	1328832	
282	1328832	
283	1381218	
284	1381218	
285	1417709	
286	1437220	
287	1458591	
288	1458591	
289	1458591	
290	1496864	
291	1510023	
292	1525341	
293	1541574	
294	1556730	
295	1556730	
296	1556730	
297	1582616	
298	1594844	
299	1605066	
300	1617355	
301	1628208	
302	1628208	
303	1628208	
304	1648187	
305	1656444	
306	1665775	
307	1675902	
308	1684647	
309	1684647	
310	1684647	
311	1702328	
312	1702328	
313	1712101	
314	1720056	
315	1730575	
316	1730575	
317	1730575	
318	1751884	
319	1762212	
320	1773290	
321	1785421	
322	1797236	
323	1797236	
324	1797236	
325	1819249	
326	1829903	
327	1842289	
328	1854951	
329	1854951	
330	1854951	
331	1854951	
332	1879413	
333	1893502	
334	1910218	
335	1928265	
336	1928265	
337	1928265	
338	1928265	
339	1958844	
340	1982544	
341	1982544	
342	2024904	
343	2050360	
344	2050360	
345	2050360	
346	2111782	
347	2137220	
348	2176089	
349	2211967	
350	2252164	
351	2252164	
352	2252164	
353	2336451	
354	2370742	
355	2412318	
356	2456675	
357	2499560	
358	2499560	
359	2499560	
360	2593382	
361	2629817	
362	2670102	
363	2705001	
364	2743119	
365	2743119	
366	2743119	
367	2822805	
368	2851869	
369	2883465	
370	2913425	
371	2941990	
372	2941990	
373	2941990	
374	2989085	
375	3005487	
376	3023601	
377	3041454	
378	3056035	
379	3056035	
380	3056035	
381	3086286	
382	3096343	
383	3107172	
384	3121687	
385	3133122	
386	3133122	
387	3133122	
