388	3153971	
389	3161432	
390	3170644	
391	3180212	
392	3188553	
393	3188553	
394	3188553	
395	3204531	
396	3130184	
397	3136321	
398	3142358	
399	3149012	
400	3149012	
401	3149012	
402	3160970	
403	3164982	
404	3172101	
405	3178356	
406	3183704	
407	3183704	
408	3183704	
409	3195062	
410	3200024	
411	3206116	
412	3212332	
413	3212332	
414	3212332	
415	3212332	
416	3228803	
417	3234319	
418	3234319	
419	3247738	
420	3255324	
421	3255324	
422	3255324	
423	3270825	
424	3275819	
425	3284353	
426	3291394	
427	3291394	
428	3300965	
429	3300965	
430	3311325	
431	3317948	
432	3326736	
433	3336637	
434	3347512	
435	3347512	
436	3347512	
437	3370256	
438	3376548	
439	3387022	
440	3396685	
441	3407283	
442	3407283	
443	3407283	
444	3428354	
445	3428354	
446	3446072	
447	3456886	
448	3468617	
449	3468617	
450	3468617	
451	3488469	
452	3496134	
453	3504799	
454	3514942	
455	3524077	
456	3524077	
457	3524077	
458	3540430	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
