25	13									
26	15									
27	32									
28	45									
29	84									
30	120									
31	165									
32	222									
33	259									
34	400									
35	500									
36	673									
37	1073									
38	1695									
39	2277									
40	2277									
41	5232									
42	6391									
43	7798									
44	9942									
45	11748									
46	13910									
47	17963									
48	20410									
49	25374									
50	28768									
51	35136									
52	39885									
53	49515									
54	57786									
55	65719									
56	73235									
57	80110									
58	87956									
59	95923									
60	104118									
61	112065									
62	119199									
63	126168									
64	131646									
65	136675									
66	141942									
67	148220									
68	153222									
69	158273									
70	163027									
71	166831									
72	170099									
73	172541									
74	177644									
75	184948									
76	190839									
77	191726									
78	198674									
79	200210									
80	204178									
81	208389									
82	213024									
83	202990									
84	205905									
85	207634									
86	209465									
87	210773									
88	212917									
89	213435									
90	215216									
91	216582									
92	217466									
93	218011									
94	219329									
95	220325									
96	221447									
97	222857									
98	223578									
99	224350									
100	227436									
101	228030									
102	228691									
103	229540									
104	230183									
105	230698									
106	230698									
107	231606									
108	232037									
109	232555									
110	233037									
111	234824									
112	235290									
113	235772									
114	235400									
115	236259									
116	236259									
117	237906									
118	238564									
119	239228									
120	239479									
121	239638									
122	239932									
123	240326									
124	240660									
125	240978									
126	241310									
127	241550									
128	241717									
129	241966									
130	242280									
131	242707									
132	243209									
133	243605									
134	243928									
135	244109									
136	244328									
137	244683									
138	245268									
139	245575									
140	245938									
141	246272									
142	246504									
143	246752									
144	247086									
145	247486									
146	247905									
147	248469									
148	248770									
149	248970									
150	249271									
151	249659									
152	250103									
153	250545									
154	250545									
155	250545									
156	251789									
157	252130									
158	252513									
159	253056									
160	253908									
161	253908									
162	253908									
163	255953									
164	256619									
165	257494									
166	258855									
167	260255									
168	260255									
169	260255									
170	264836									
171	266194									
172	267551									
173	270166									
174	272421									
175	272421									
176	272421									
177	278782									
178	280610									
179	282641									
180	285430									
181	288522									
182	288522									
183	288522									
184	297054									
185	302814									
186	305767									
187	309855									
188	314362									
189	314362									
190	314362									
191	322980									
192	326612									
193	329784									
194	337334									
195	342813									
196	342813									
197	342813									
198	359082									
199	364196									
200	370867									
201	377906									
202	386054									
203	386054									
204	386054									
205	405436									
206	412553									
207	419849									
208	429507									
209	439286									
210	439286									
211	439286									
212	462858									
213	470973									
214	479554									
215	488513									
216	498989									
217	498989									
218	498989									
219	525549									
220	534513									
221	543379									
222	554143									
223	566326									
224	566326									
225	566326									
226	593730									
227	603167									
228	614360									
229	625651									
230	640040									
231	640040									
232	640040									
233	671468									
234	682267									
235	693556									
236	704209									
237	716481									
238	716481									
239	716481									
240	748266									
241	748266									
242	769188									
243	778607									
244	789932									
245	789932									
246	789932									
247	813412									
248	825410									
249	835901									
250	848324									
251	861112									
252	861112									
253	861112									
254	888968									
255	896086									
256	908056									
257	921374									
258	936560									
259	936560									
260	936560									
261	974449									
262	988322									
263	1005295									
264	1026281									
265	1046132									
266	1046132									
267	1046132									
268	1098320									
269	1116738									
270	1136503									
271	1160083									
272	1185678									
273	1185678									
274	1185678									
275	1240697									
276	1259366									
277	1284408									
278	1306316									
279	1328832									
280	1328832									
281	1328832									
282	1381218									
283	1381218									
284	1417709									
285	1437220									
286	1458591									
287	1458591									
288	1458591									
289	1496864									
290	1510023									
291	1525341									
292	1541574									
293	1556730									
294	1556730									
295	1556730									
296	1582616									
297	1594844									
298	1605066									
299	1617355									
300	1628208									
301	1628208									
302	1628208									
303	1648187									
304	1656444									
305	1665775									
306	1675902									
307	1684647									
308	1684647									
309	1684647									
310	1702328									
311	1702328									
312	1712101									
313	1720056									
314	1730575									
315	1730575									
316	1730575									
317	1751884									
318	1762212									
319	1773290									
320	1785421									
321	1797236									
322	1797236									
323	1797236									
324	1819249									
325	1829903									
326	1842289									
327	1854951									
328	1854951									
329	1854951									
330	1854951									
331	1879413									
332	1893502									
333	1910218									
334	1928265									
335	1928265									
336	1928265									
337	1928265									
338	1958844									
339	1982544									
340	1982544									
341	2024904									
342	2050360									
343	2050360									
344	2050360									
345	2111782									
346	2137220									
347	2176089									
348	2211967									
349	2252164									
350	2252164									
351	2252164									
352	2336451									
353	2370742									
354	2412318									
355	2456675									
356	2499560									
357	2499560									
358	2499560									
359	2593382									
360	2629817									
361	2670102									
362	2705001									
363	2743119									
364	2743119									
365	2743119									
366	2822805									
367	2851869									
368	2883465									
369	2913425									
370	2941990									
371	2941990									
372	2941990									
373	2989085									
374	3005487									
375	3023601									
376	3041454									
377	3056035									
378	3056035									
379	3056035									
380	3086286									
381	3096343									
382	3107172									
383	3121687									
384	3133122									
385	3133122									
386	3133122									
387	3153971									
